,Respondent_Serial,language,country,D1,D2,D3,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,yyyymmdd,AgeGender,regionAustralia,regionUS,regionUK,regionIndia,regionNigeria,regionPhilippines,regionFinland,regionPortugal,regionBrazil,regionFrance,weight
4054,5709.0,Finnish,Finland,25.0,woman,Finland: South Finland,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,a little,no,no,yes,no,no,yes,no,yes,yes,extremely,a little,moderately,a little,very,a little,very,very,a little,20210524.0,Women 21-25,,,,,,,South Finland,,,,0.7403900082320471
4055,5710.0,English,Philippines,19.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,a little,yes,yes,yes,yes,no,no,yes,yes,yes,moderately,a little,extremely,not at all,extremely,extremely,extremely,very,a little,20210524.0,Women 16-20,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,1.7051771177775494
4056,5713.0,English,Philippines,21.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,moderately,no,no,yes,no,no,no,no,no,no,moderately,moderately,moderately,moderately,a little,moderately,a little,a little,moderately,20210524.0,Men 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.7078000062120289
4057,5715.0,Finnish,Finland,18.0,man,Finland: South Finland,a little,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,not at all,no,no,no,yes,no,no,yes,no,no,not at all,not at all,not at all,moderately,not at all,not at all,not at all,not at all,not at all,20210524.0,Men 16-20,,,,,,,South Finland,,,,1.0478541383029216
4058,5716.0,English,Philippines,22.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,moderately,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,a little,no,yes,yes,no,no,no,yes,yes,yes,a little,a little,moderately,a little,very,a little,very,a little,a little,20210524.0,Men 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.7078000062120289
4059,5719.0,Portuguese,Brazil,22.0,woman,Brazil: Central-West,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,extremely,very,not at all,very,not at all,extremely,extremely,not at all,20210524.0,Women 21-25,,,,,,,,,Central-West,,0.6757430772175125
4060,5720.0,Portuguese,Brazil,24.0,woman,Brazil: Northeast,moderately,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,,very,no,no,yes,no,no,no,yes,yes,yes,moderately,a little,moderately,not at all,a little,not at all,a little,a little,not at all,20210524.0,Women 21-25,,,,,,,,,Northeast,,0.7251856528559323
4061,5721.0,English,Philippines,25.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,moderately,no,no,yes,no,no,no,yes,yes,yes,very,very,very,a little,extremely,a little,very,very,a little,20210524.0,Men 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.7078000062120289
4062,5722.0,Finnish,Finland,17.0,man,Finland: North Finland,very,no,no,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,not at all,,no,yes,,,no,yes,no,no,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,20210524.0,Men 16-20,,,,,,,North Finland,,,,1.113882211827798
4063,5724.0,English,United Kingdom,22.0,woman,United Kingdom: North,not worried,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,no,no,moderately,no,no,no,no,no,no,no,no,yes,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,20210524.0,Women 21-25,,,North,,,,,,,,0.9578710094154348
4064,5725.0,Finnish,Finland,17.0,man,Finland: West Finland,a little,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,moderately,no,no,yes,yes,no,no,yes,no,yes,not at all,not at all,not at all,a little,not at all,not at all,not at all,not at all,not at all,20210524.0,Men 16-20,,,,,,,West Finland,,,,1.003880491296018
4065,5726.0,English,Australia,20.0,man,Australia: Victoria,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,not at all,no,no,no,no,no,no,yes,yes,no,not at all,not at all,not at all,a little,not at all,not at all,not at all,not at all,not at all,20210524.0,Men 16-20,Victoria,,,,,,,,,,1.1371012797535018
4066,5727.0,English,Philippines,25.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,moderately,no,yes,no,no,yes,yes,yes,yes,yes,extremely,extremely,extremely,extremely,very,very,very,extremely,very,20210524.0,Men 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.7078000062120289
4067,5729.0,Finnish,Finland,21.0,woman,Finland: South Finland,very,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,yes,yes,moderately,no,no,no,yes,yes,no,yes,no,yes,moderately,a little,a little,a little,moderately,a little,a little,moderately,a little,20210524.0,Women 21-25,,,,,,,South Finland,,,,0.7403900082320471
4068,5730.0,English,Philippines,25.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,no,no,no,no,yes,yes,yes,extremely,extremely,extremely,not at all,extremely,not at all,extremely,extremely,not at all,20210524.0,Men 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.7078000062120289
4069,5731.0,English,Philippines,21.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,very,moderately,very,a little,a little,not at all,very,not at all,not at all,20210524.0,Women 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.649679802136875
4070,5733.0,Portuguese,Brazil,23.0,woman,Brazil: Southeast,moderately,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,very,no,no,yes,yes,no,yes,yes,yes,yes,very,a little,very,not at all,not at all,not at all,a little,a little,not at all,20210524.0,Women 21-25,,,,,,,,,Southeast,,0.726200239102256
4071,5735.0,Finnish,Finland,18.0,man,Finland: South Finland,a little,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,completely reassured,yes,yes,yes,no,yes,yes,no,yes,no,extremely,not at all,not at all,moderately,not at all,very,very,a little,not at all,20210524.0,Men 16-20,,,,,,,South Finland,,,,1.0478541383029216
4072,5736.0,Finnish,Finland,22.0,woman,Finland: West Finland,extremely,yes,yes,yes,yes,no,yes,yes,,,yes,yes,yes,yes,no,,,yes,yes,,,yes,yes,yes,not at all,no,no,,,no,no,yes,yes,yes,very,a little,moderately,not at all,very,a little,a little,,a little,20210524.0,Women 21-25,,,,,,,West Finland,,,,0.7093192249242061
4073,5737.0,English,Philippines,22.0,man,Philippines: Central Philippines Region,very,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,very,yes,yes,no,no,no,yes,yes,yes,yes,moderately,moderately,a little,very,very,moderately,moderately,moderately,very,20210524.0,Men 21-25,,,,,,Central Philippines Region,,,,,0.7209880946930312
4074,5739.0,Portuguese,Brazil,19.0,woman,Brazil: Central-West,very,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,a little,yes,no,no,yes,yes,no,no,no,no,not at all,not at all,a little,very,not at all,moderately,not at all,not at all,moderately,20210524.0,Women 16-20,,,,,,,,,Central-West,,1.510659788341183
4075,5740.0,English,Philippines,25.0,woman,Philippines: Mindanao Super Region,moderately,yes,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,moderately,yes,yes,yes,yes,yes,yes,yes,yes,no,moderately,a little,moderately,very,a little,moderately,moderately,a little,moderately,20210524.0,Women 21-25,,,,,,Mindanao Super Region,,,,,0.6408921343302343
4076,5741.0,Finnish,Finland,23.0,man,Finland: South Finland,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,a little,no,yes,no,yes,yes,yes,no,no,no,a little,a little,a little,a little,a little,a little,a little,a little,a little,20210524.0,Men 21-25,,,,,,,South Finland,,,,1.1282464444101474
4077,5743.0,English,Philippines,21.0,woman,Philippines: Mindanao Super Region,moderately,yes,yes,yes,no,yes,yes,yes,no,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,a little,yes,yes,yes,yes,yes,yes,yes,yes,yes,a little,a little,a little,a little,very,a little,a little,moderately,a little,20210524.0,Women 21-25,,,,,,Mindanao Super Region,,,,,0.6408921343302343
4078,5744.0,English,Philippines,18.0,man,Philippines: Central Philippines Region,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,not at all,no,no,no,no,no,no,yes,no,yes,extremely,extremely,extremely,not at all,extremely,not at all,extremely,extremely,not at all,20210524.0,Men 16-20,,,,,,Central Philippines Region,,,,,2.009671853596458
4079,5745.0,Finnish,Finland,21.0,woman,Finland: West Finland,extremely,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,not at all,yes,yes,no,,no,yes,no,no,no,moderately,not at all,a little,moderately,moderately,,,,a little,20210524.0,Women 21-25,,,,,,,West Finland,,,,0.7093192249242061
4080,5746.0,Portuguese,Brazil,21.0,man,Brazil: South,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,not at all,a little,a little,very,moderately,very,a little,a little,very,20210524.0,Men 21-25,,,,,,,,,South,,0.7662591406660899
4081,5748.0,Portuguese,Brazil,25.0,man,Brazil: Northeast,extremely,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,a little,a little,a little,extremely,not at all,not at all,a little,a little,moderately,20210524.0,Men 21-25,,,,,,,,,Northeast,,0.7989931073486891
4082,5749.0,Finnish,Finland,24.0,man,Finland: East Finland,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,a little,yes,yes,no,yes,yes,yes,no,no,no,a little,not at all,a little,moderately,a little,a little,a little,a little,a little,20210524.0,Men 21-25,,,,,,,East Finland,,,,1.2063211826934177
4083,5750.0,Finnish,Finland,18.0,woman,Finland: West Finland,not worried,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,not at all,no,no,no,no,no,no,no,no,no,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,20210524.0,Women 16-20,,,,,,,West Finland,,,,1.1573713358730597
4084,5751.0,English,Philippines,20.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,moderately,yes,no,yes,no,no,yes,yes,yes,no,moderately,a little,a little,moderately,not at all,a little,a little,moderately,a little,20210524.0,Men 16-20,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,1.9729115652947569
4085,5753.0,Portuguese,Brazil,25.0,woman,Brazil: Northeast,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,yes,yes,no,yes,yes,no,no,yes,yes,a little,a little,moderately,a little,moderately,a little,a little,a little,a little,20210524.0,Women 21-25,,,,,,,,,Northeast,,0.7251856528559323
4086,5755.0,Portuguese,Brazil,19.0,man,Brazil: Southeast,very,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,extremely,not at all,very,not at all,very,not at all,not at all,20210524.0,Men 16-20,,,,,,,,,Southeast,,1.5432146633405612
4087,5756.0,Portuguese,Brazil,20.0,man,Brazil: Southeast,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,extremely,not at all,moderately,extremely,moderately,extremely,not at all,20210524.0,Men 16-20,,,,,,,,,Southeast,,1.5432146633405612
4088,5757.0,Finnish,Finland,24.0,woman,Finland: South Finland,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,not at all,no,yes,no,yes,yes,yes,no,no,no,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,20210524.0,Women 21-25,,,,,,,South Finland,,,,0.7403900082320471
4089,5759.0,English,Philippines,24.0,woman,Philippines: Mindanao Super Region,extremely,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,,a little,no,yes,no,no,yes,yes,yes,yes,yes,not at all,moderately,a little,moderately,a little,a little,not at all,not at all,not at all,20210524.0,Women 21-25,,,,,,Mindanao Super Region,,,,,0.6408921343302343
4090,5760.0,English,Philippines,19.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,no,,yes,yes,,no,no,yes,yes,,,no,,yes,no,no,yes,no,yes,,,no,moderately,,no,,,yes,yes,,no,no,a little,not at all,a little,very,a little,moderately,not at all,not at all,very,20210524.0,Men 16-20,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,1.9729115652947569
4091,5764.0,English,Philippines,23.0,man,Philippines: Central Philippines Region,a little,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,not at all,no,no,no,yes,no,no,no,yes,yes,moderately,moderately,moderately,a little,moderately,moderately,moderately,moderately,moderately,20210524.0,Men 21-25,,,,,,Central Philippines Region,,,,,0.7209880946930312
4092,5765.0,English,United Kingdom,20.0,woman,United Kingdom: North,moderately,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,,moderately,,no,yes,yes,yes,,,yes,no,,,,moderately,,,,,,20210524.0,Women 16-20,,,North,,,,,,,,1.0293706436809786
4093,5766.0,English,Philippines,19.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,yes,no,yes,yes,no,yes,very,moderately,moderately,extremely,not at all,very,very,not at all,extremely,20210524.0,Women 16-20,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,1.7051771177775494
4094,5767.0,English,Philippines,22.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,moderately,no,yes,yes,yes,no,no,yes,yes,yes,moderately,very,moderately,very,very,moderately,very,a little,moderately,20210524.0,Men 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.7078000062120289
4095,5768.0,English,Philippines,21.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,very,yes,no,yes,no,no,no,yes,yes,yes,very,very,very,very,very,very,very,very,moderately,20210524.0,Men 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.7078000062120289
4096,5769.0,English,Philippines,24.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,extremely,not at all,extremely,not at all,extremely,extremely,not at all,20210524.0,Women 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.649679802136875
4097,5770.0,English,Philippines,18.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,very,yes,yes,no,no,no,no,yes,yes,no,moderately,moderately,moderately,very,a little,very,moderately,not at all,a little,20210524.0,Women 16-20,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,1.7051771177775494
4098,5771.0,English,Philippines,24.0,woman,Philippines: Central Philippines Region,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,moderately,yes,yes,yes,yes,yes,yes,yes,yes,yes,moderately,moderately,a little,a little,a little,very,not at all,not at all,very,20210524.0,Women 21-25,,,,,,Central Philippines Region,,,,,0.6617849655159419
4099,5772.0,French,France,23.0,man,France: North East,very,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,a little,yes,no,yes,no,no,no,no,yes,yes,moderately,a little,very,a little,very,a little,moderately,a little,a little,20210524.0,Men 21-25,,,,,,,,,,North East,1.0100925767293323
4100,5773.0,Portuguese,Brazil,23.0,man,Brazil: North,extremely,yes,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,not at all,very,moderately,not at all,moderately,not at all,very,very,not at all,20210524.0,Men 21-25,,,,,,,,,North,,0.8039277381474912
4101,5775.0,English,Philippines,25.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,completely reassured,yes,yes,yes,yes,yes,yes,yes,no,yes,not at all,a little,moderately,very,not at all,very,not at all,not at all,very,20210524.0,Women 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.649679802136875
4102,5777.0,English,Philippines,24.0,man,Philippines: Central Philippines Region,extremely,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,very,very,not at all,extremely,not at all,very,very,not at all,20210524.0,Men 21-25,,,,,,Central Philippines Region,,,,,0.7209880946930312
4103,5778.0,English,Philippines,20.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,a little,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,a little,yes,yes,no,yes,yes,yes,no,no,no,a little,a little,a little,a little,a little,a little,a little,a little,a little,20210524.0,Men 16-20,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,1.9729115652947569
4104,5779.0,English,Philippines,24.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,no,yes,yes,no,a little,no,yes,no,no,no,no,yes,no,no,a little,moderately,very,a little,very,moderately,moderately,a little,a little,20210524.0,Men 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.7078000062120289
4105,5780.0,English,Philippines,25.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,,yes,no,a little,yes,yes,no,yes,yes,yes,no,no,no,a little,not at all,a little,moderately,a little,a little,not at all,,moderately,20210524.0,Men 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.7078000062120289
4106,5782.0,English,Philippines,25.0,woman,Philippines: Mindanao Super Region,very,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no,a little,yes,no,yes,yes,yes,no,yes,yes,yes,a little,a little,very,moderately,moderately,a little,a little,moderately,moderately,20210524.0,Women 21-25,,,,,,Mindanao Super Region,,,,,0.6408921343302343
4107,5783.0,English,Philippines,24.0,man,Philippines: Mindanao Super Region,moderately,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,,no,no,yes,yes,yes,yes,yes,yes,moderately,yes,yes,yes,yes,yes,yes,yes,yes,no,moderately,moderately,moderately,very,moderately,moderately,moderately,moderately,moderately,20210524.0,Men 21-25,,,,,,Mindanao Super Region,,,,,0.6982261956861798
